population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
12054,1,0.00278555174264961,0.00278555174264961,0.00278555174264938,0.00278555174264961,0.00278555174264961,0.00278555174264961,0.00278555174264983,-0.698970004336019,0.110101699035099,0.110101699035099,0.110101699035099,0.110101699035099,0.110101699035099,0.110101699035099,0.110101699035099,0.110101699035099,0.0108664234452727,0.0108664234452727,0.0108664234452724,0.0108664234452727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12017,1,0.209699860036761,0.0253633896901608,0.0253633896901611,0.0253633896901611,0.0713559085356683,-0.138302698166282,0.439332693830263,0.059987658538375,0.059987658538375,0.0541904242977393,0.0541904242977393,0.0541904242977393,0.0265843541443118,0.0265843541443118,0.0265843541443123,0.0402147094285517,0.0402147094285517,0.0402147094285517,0.0402147094285517,0.0402147094285517,0.14277538941748,0.0586331774523901,0.0586331774523896,0.0301662493544357,0.0301662493544352,0.0412647803823267,0.0412647803823267,0.0412647803823267,0.0412647803823267,0.00994199461656953,0.00994199461656908,0.00994199461656953,0.0134990975444862,0.0134990975444862,0.0134990975444857,0.0134990975444862,0.0134990975444857,-0.00117663166501414,-1,-1,-1,-1,-1,-1,-1
5835,1,-0.0052367859661851,-0.00523678596619448,-0.00523678596621313,-0.00523678596623511,-0.00523678596624799,-0.00523678596623844,-0.00523678596619803,-0.00523678596612792,-0.00523678596603594,-0.00523678596593385,-0.00523678596583049,-0.00523678596572663,-0.00523678596561961,-0.0052367859655098,-0.00523678596540639,-0.0052367859653219,-0.00523678596526378,-0.00523678596522992,-0.00523678596521493,-0.00523678596521171,-0.00523678596521443,-0.00523678596521759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12024,1,0.00857539905880289,0.00857539905885618,0.00857539905897342,0.00857539905917637,0.00857539905948368,0.00857539905989446,0.00857539906037452,0.00857539906087412,0.00857539906139859,0.00857539906194482,0.00857539906248883,0.00857539906299642,0.0085753990634756,0.00857539906399074,0.00857539906456672,0.00857539906514493,0.00857539906560367,0.00857539906588078,0.00857539906600469,0.00857539906603977,0.00857539906603755,0.00857539906602867,0.00857539906603133,0.0085753990660562,0.00857539906608107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11747,1,-1,-1,-1,0.0211743290823242,0.0200254797732065,0.0177062085600631,0.014522479225634,0.0110004848946013,0.00774344435796692,0.00532567944382956,0.00411309279840277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2359,1,-1,-1,-1,-0.141146123401607,-0.0665522935558323,0.0352311006535218,0.0958828060573585,0.0925013262679988,0.0559583567020434,0.020489016852438,-0.0112076135383644,-0.0490115546399001,-0.0842247129035454,-0.0975817363119332,-0.0887143632004259,-0.0739032473130783,-0.0547591489870143,-0.014125953449897,0.0472093492649022,0.0920040610315542,0.0837500083556829,0.02969692699011,-0.0315333036494712,-0.0741861930648077,-0.095636187146078,-0.0925116937887664,-0.0587174952644189,-0.0116783906900784,0.00990512821426393,-0.00922011014739876,-0.0394691077085119,-0.0473475476897987,-0.0386591162409813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18518,1,-1,-1,-1,-1,0.46052706303466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2356,1,-1,-1,-1,-1,0.126608266205972,0.127515781424502,0.128504291886599,0.128251477459739,0.125929238791587,0.121669352170953,0.11623451037568,0.110368378393373,0.104311364159242,0.0977612978899428,0.0902867333649487,0.0818121748844668,0.0726737788621122,0.0632523092582105,0.0537353486054903,0.0442926564783062,0.035257166746409,0.0269367313126577,0.019383322298836,0.0125666979846548,0.00668348751607029,0.00205604618320188,-0.00121026242361888,-0.00320008489686197,-0.0038738133573728,-0.00316586446125255,-0.00150446599287435,0.000146185692788681,0.00104597938577355,0.00126749586553965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2357,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.323518794695144,-0.274165908663603,-0.17832245911358,-0.0545266817799078,0.0722393937700194,0.180264296237275,0.254919553713152,0.29056111698624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9060,1,-1,-1,-1,-1,-1,0.0189296114936357,0.0189296114936357,0.0189296114936357,0.0189296114936357,0.0189296114936357,-0.13282413631851,-0.13282413631851,-0.13282413631851,-0.13282413631851,-0.13282413631851,-0.203197621076826,-0.203197621076826,-0.203197621076826,-0.203197621076826,-0.203197621076826,0.259113419992496,0.259113419992496,0.259113419992496,0.259113419992496,0.259113419992496,0.176681969466138,0.176681969466138,0.176681969466138,0.176681969466138,0.176681969466138,0.0701163451455988,0.0701163451455988,0.0701163451455988,0.0701163451455984,0.0701163451455988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
